# schiff.py generated official result file
Name,date played, games played, my wins, my losses, my bads, your errors, your unexpected, my win ratio
2206020, 2024-06-11T10:29:52.495207, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T10:34:50.172034, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:34:56.038098, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:35:54.427084, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:36:35.021776, 2, 0, 0, 0, 0, 1, 0.000000
2206020, 2024-06-11T10:36:42.117311, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:38:42.837759, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:42:56.036150, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:44:39.309983, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:50:18.071643, 4, 1, 2, 0, 0, 0, 0.250000
2206020, 2024-06-11T10:51:10.151653, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:52:32.323249, 2, 0, 0, 0, 0, 1, 0.000000
2206020, 2024-06-11T10:52:39.897098, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:56:16.784690, 3, 0, 3, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:56:24.172834, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T10:57:14.513460, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:04:09.061445, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:05:16.215447, 3, 0, 0, 0, 2, 0, 0.000000
2206020, 2024-06-11T11:05:37.387647, 2, 0, 0, 0, 1, 0, 0.000000
2206020, 2024-06-11T11:08:16.298936, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T11:20:03.869775, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:20:59.108542, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T11:24:44.044945, 2, 0, 2, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:25:39.743336, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:26:58.668617, 2, 0, 0, 0, 0, 1, 0.000000
2206020, 2024-06-11T11:27:10.498206, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T11:53:48.601351, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:54:29.232784, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:55:22.087672, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:59:02.568356, 2, 0, 2, 0, 0, 0, 0.000000
2206020, 2024-06-11T11:59:56.869807, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T12:03:26.573548, 4, 2, 1, 0, 0, 0, 0.500000
2206020, 2024-06-11T12:05:18.486738, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T12:06:35.836466, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T12:08:05.164398, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T12:10:53.407592, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T12:12:24.784454, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T12:13:17.830704, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T12:14:29.852282, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T12:15:48.874715, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T12:15:55.090892, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T14:16:46.644411, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T14:27:04.560554, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T14:45:50.986344, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T14:48:21.137105, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T14:48:57.787605, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T14:49:39.511683, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T14:50:50.829021, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T17:30:40.825320, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T17:47:34.757237, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T17:48:17.177849, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T17:49:41.084722, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T17:50:52.287729, 2, 0, 0, 0, 0, 1, 0.000000
2206020, 2024-06-11T17:51:00.901122, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T20:17:02.815019, 5, 0, 4, 0, 0, 0, 0.000000
2206020, 2024-06-11T20:18:15.815206, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T20:19:23.175269, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T20:20:37.551173, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T22:28:45.971470, 8, 2, 5, 0, 0, 0, 0.250000
2206020, 2024-06-11T22:31:05.959992, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T22:33:51.356755, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T22:41:02.732123, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-11T22:51:46.800764, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T22:53:11.102631, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-11T22:54:14.989646, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-12T07:49:52.510656, 3, 0, 2, 0, 0, 0, 0.000000
2206020, 2024-06-12T07:53:10.282672, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-12T07:55:20.833636, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-12T07:59:24.064670, 4, 0, 3, 0, 0, 0, 0.000000
2206020, 2024-06-12T08:00:56.867022, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-12T08:01:46.873611, 2, 1, 0, 0, 0, 0, 0.500000
2206020, 2024-06-12T08:38:55.490941, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-12T08:40:13.027178, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-12T08:41:11.786922, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-12T09:07:40.605083, 2, 0, 1, 0, 0, 0, 0.000000
2206020, 2024-06-12T09:17:49.476069, 2, 1, 0, 0, 0, 0, 0.500000
